participant_id,group,task,week,evidence_quality_score,time_minutes,error_count
P088,Baseline workflow,Literature mapping,3,80.61,62.9,2
P088,Baseline workflow,Literature mapping,4,76.94,68.38,3
P088,Baseline workflow,Experiment reproduction,0,61.32,84.65,1
P088,Baseline workflow,Experiment reproduction,1,53.46,84.71,9
P088,Baseline workflow,Experiment reproduction,2,63.44,79.29,5
P088,Baseline workflow,Experiment reproduction,3,64.96,78.71,1
P088,Baseline workflow,Experiment reproduction,4,63.66,74.71,2
P088,Baseline workflow,Paper argumentation,0,55.88,79.11,2
P088,Baseline workflow,Paper argumentation,1,65.78,63.71,5
P088,Baseline workflow,Paper argumentation,2,63.35,77.67,3
P088,Baseline workflow,Paper argumentation,3,64.81,74.37,3
P088,Baseline workflow,Paper argumentation,4,67.7,64.79,0
P089,Baseline workflow,Literature mapping,0,52.73,77.9,2
P089,Baseline workflow,Literature mapping,1,57.36,72.4,2
P089,Baseline workflow,Literature mapping,2,62.42,65.63,8
P089,Baseline workflow,Literature mapping,3,64.42,57.45,2
P089,Baseline workflow,Literature mapping,4,70.94,68.49,1
P089,Baseline workflow,Experiment reproduction,0,47.89,87.08,5
P089,Baseline workflow,Experiment reproduction,1,56.29,93.83,5
P089,Baseline workflow,Experiment reproduction,2,63.82,95.75,4
P089,Baseline workflow,Experiment reproduction,3,66.4,81.03,2
P089,Baseline workflow,Experiment reproduction,4,56.75,74.02,5
P089,Baseline workflow,Paper argumentation,0,59.05,94.49,1
P089,Baseline workflow,Paper argumentation,1,52.61,83.8,2
P089,Baseline workflow,Paper argumentation,2,62.26,84.39,9
P089,Baseline workflow,Paper argumentation,3,64.13,80.85,2
P089,Baseline workflow,Paper argumentation,4,70.46,77.36,2
P090,Light-assisted workflow,Literature mapping,0,68.71,81.02,2
P090,Light-assisted workflow,Literature mapping,1,64.85,63.73,4
P090,Light-assisted workflow,Literature mapping,2,70.48,64.67,4
P090,Light-assisted workflow,Literature mapping,3,76.13,67.24,3
P090,Light-assisted workflow,Literature mapping,4,82.12,43.39,3
P090,Light-assisted workflow,Experiment reproduction,0,56.22,88.07,5
P090,Light-assisted workflow,Experiment reproduction,1,62.61,85.97,6
P090,Light-assisted workflow,Experiment reproduction,2,70.23,85.14,2
P090,Light-assisted workflow,Experiment reproduction,3,73.86,89.83,5
P090,Light-assisted workflow,Experiment reproduction,4,77.88,71.02,1
P090,Light-assisted workflow,Paper argumentation,0,62.1,80.82,1
P090,Light-assisted workflow,Paper argumentation,1,57.84,86.21,8
P090,Light-assisted workflow,Paper argumentation,2,68.31,82.8,6
P090,Light-assisted workflow,Paper argumentation,3,76.24,66.86,1
P090,Light-assisted workflow,Paper argumentation,4,76.48,56.54,3
P091,Baseline workflow,Literature mapping,0,60.68,76.23,4
P091,Baseline workflow,Literature mapping,1,57.28,76.66,2
P091,Baseline workflow,Literature mapping,2,68.84,78.1,3
P091,Baseline workflow,Literature mapping,3,71.98,70.47,2
P091,Baseline workflow,Literature mapping,4,80.02,51.74,0
P091,Baseline workflow,Experiment reproduction,0,50.71,83.27,2
P091,Baseline workflow,Experiment reproduction,1,61.47,82.36,2
P091,Baseline workflow,Experiment reproduction,2,68.52,81.93,3
P091,Baseline workflow,Experiment reproduction,3,67.14,80.5,3
P091,Baseline workflow,Experiment reproduction,4,68.06,68.99,0
P091,Baseline workflow,Paper argumentation,0,59.0,88.65,2
P091,Baseline workflow,Paper argumentation,1,49.1,72.52,4
P091,Baseline workflow,Paper argumentation,2,61.21,88.41,1
P091,Baseline workflow,Paper argumentation,3,63.59,69.23,2
P091,Baseline workflow,Paper argumentation,4,61.13,72.75,5
P092,Baseline workflow,Literature mapping,0,59.98,71.64,4
P092,Baseline workflow,Literature mapping,1,56.18,75.02,6
P092,Baseline workflow,Literature mapping,2,70.12,66.68,4
P092,Baseline workflow,Literature mapping,3,70.52,68.28,2
P092,Baseline workflow,Literature mapping,4,74.33,69.95,2
P092,Baseline workflow,Experiment reproduction,0,47.42,102.43,8
P092,Baseline workflow,Experiment reproduction,1,51.32,87.59,3
P092,Baseline workflow,Experiment reproduction,2,59.88,96.66,1
P092,Baseline workflow,Experiment reproduction,3,65.65,79.38,3
P092,Baseline workflow,Experiment reproduction,4,71.57,78.94,2
P092,Baseline workflow,Paper argumentation,0,52.02,83.41,2
P092,Baseline workflow,Paper argumentation,1,56.82,88.85,3
P092,Baseline workflow,Paper argumentation,2,52.52,77.11,2
P092,Baseline workflow,Paper argumentation,3,69.57,75.04,1
P092,Baseline workflow,Paper argumentation,4,71.14,61.55,3
P093,Light-assisted workflow,Literature mapping,0,61.03,71.2,1
P093,Light-assisted workflow,Literature mapping,1,66.95,73.3,1
P093,Light-assisted workflow,Literature mapping,2,71.0,79.01,2
P093,Light-assisted workflow,Literature mapping,3,86.51,52.26,3
P093,Light-assisted workflow,Literature mapping,4,89.25,67.89,3
P093,Light-assisted workflow,Experiment reproduction,0,57.82,90.35,2
P093,Light-assisted workflow,Experiment reproduction,1,63.6,87.95,2
P093,Light-assisted workflow,Experiment reproduction,2,58.37,90.95,0
P093,Light-assisted workflow,Experiment reproduction,3,67.45,84.91,4
P093,Light-assisted workflow,Experiment reproduction,4,74.17,72.07,2
P093,Light-assisted workflow,Paper argumentation,0,62.62,95.53,6
P093,Light-assisted workflow,Paper argumentation,1,59.32,85.49,2
P093,Light-assisted workflow,Paper argumentation,2,64.41,81.98,4
P093,Light-assisted workflow,Paper argumentation,3,67.37,67.21,1
P093,Light-assisted workflow,Paper argumentation,4,73.11,61.61,1
P094,Light-assisted workflow,Literature mapping,0,62.11,81.86,4
P094,Light-assisted workflow,Literature mapping,1,71.91,71.43,7
P094,Light-assisted workflow,Literature mapping,2,73.16,67.74,1
P094,Light-assisted workflow,Literature mapping,3,76.17,58.48,1
P094,Light-assisted workflow,Literature mapping,4,87.43,58.18,0
P094,Light-assisted workflow,Experiment reproduction,0,51.25,98.91,2
P094,Light-assisted workflow,Experiment reproduction,1,60.06,91.93,3
P094,Light-assisted workflow,Experiment reproduction,2,60.19,72.23,1
P094,Light-assisted workflow,Experiment reproduction,3,67.71,76.04,5
P094,Light-assisted workflow,Experiment reproduction,4,74.65,80.56,0
P094,Light-assisted workflow,Paper argumentation,0,51.91,87.23,7
P094,Light-assisted workflow,Paper argumentation,1,61.08,83.41,2
P094,Light-assisted workflow,Paper argumentation,2,64.98,82.62,1
P094,Light-assisted workflow,Paper argumentation,3,70.45,69.02,3
P094,Light-assisted workflow,Paper argumentation,4,80.11,75.3,2
P095,Light-assisted workflow,Literature mapping,0,61.68,78.5,8
P095,Light-assisted workflow,Literature mapping,1,69.86,64.69,6
P095,Light-assisted workflow,Literature mapping,2,79.91,66.91,2
P095,Light-assisted workflow,Literature mapping,3,77.37,53.14,1
P095,Light-assisted workflow,Literature mapping,4,80.27,51.03,1
P095,Light-assisted workflow,Experiment reproduction,0,61.14,93.31,5
P095,Light-assisted workflow,Experiment reproduction,1,60.22,81.0,5
P095,Light-assisted workflow,Experiment reproduction,2,74.47,86.75,2
P095,Light-assisted workflow,Experiment reproduction,3,75.33,74.42,5
P095,Light-assisted workflow,Experiment reproduction,4,81.27,67.88,2
P095,Light-assisted workflow,Paper argumentation,0,57.19,85.18,4
P095,Light-assisted workflow,Paper argumentation,1,64.89,87.24,1
P095,Light-assisted workflow,Paper argumentation,2,65.99,78.33,4
P095,Light-assisted workflow,Paper argumentation,3,66.73,71.21,1
P095,Light-assisted workflow,Paper argumentation,4,74.73,78.37,3
P096,Light-assisted workflow,Literature mapping,0,58.99,75.57,5
P096,Light-assisted workflow,Literature mapping,1,55.04,80.59,4
P096,Light-assisted workflow,Literature mapping,2,65.85,67.4,2
P096,Light-assisted workflow,Literature mapping,3,69.96,53.93,1
P096,Light-assisted workflow,Literature mapping,4,79.69,50.33,3
P096,Light-assisted workflow,Experiment reproduction,0,55.0,106.77,4
P096,Light-assisted workflow,Experiment reproduction,1,60.4,88.85,3
P096,Light-assisted workflow,Experiment reproduction,2,65.96,79.05,3
P096,Light-assisted workflow,Experiment reproduction,3,66.09,63.07,2
P096,Light-assisted workflow,Experiment reproduction,4,71.49,87.55,3
P096,Light-assisted workflow,Paper argumentation,0,51.73,81.43,6
P096,Light-assisted workflow,Paper argumentation,1,58.65,85.98,6
P096,Light-assisted workflow,Paper argumentation,2,57.3,74.6,2
P096,Light-assisted workflow,Paper argumentation,3,64.66,76.42,3
P096,Light-assisted workflow,Paper argumentation,4,72.55,64.5,2
