condition_id,catalyst,loading_g_L,pH,irradiance_mW_cm2,scavenger,replicate,time_min,C_over_C0,absorbance_664nm
C140,N-TiO2/H2O2,0.5,7.0,80,none,3,0,1.0118,1.06997
C140,N-TiO2/H2O2,0.5,7.0,80,none,3,5,0.89026,0.93141
C140,N-TiO2/H2O2,0.5,7.0,80,none,3,10,0.74997,0.78106
C140,N-TiO2/H2O2,0.5,7.0,80,none,3,20,0.5697,0.60049
C140,N-TiO2/H2O2,0.5,7.0,80,none,3,30,0.4341,0.45891
C140,N-TiO2/H2O2,0.5,7.0,80,none,3,45,0.29543,0.31286
C140,N-TiO2/H2O2,0.5,7.0,80,none,3,60,0.22664,0.23979
C140,N-TiO2/H2O2,0.5,7.0,80,none,3,90,0.07703,0.0929
C140,N-TiO2/H2O2,0.5,7.0,80,none,3,120,0.025,0.01959
C141,N-TiO2/H2O2,0.5,7.0,105,none,1,0,1.04601,1.09952
C141,N-TiO2/H2O2,0.5,7.0,105,none,1,5,0.91722,0.96324
C141,N-TiO2/H2O2,0.5,7.0,105,none,1,10,0.74893,0.77791
C141,N-TiO2/H2O2,0.5,7.0,105,none,1,20,0.58654,0.61958
C141,N-TiO2/H2O2,0.5,7.0,105,none,1,30,0.44433,0.47674
C141,N-TiO2/H2O2,0.5,7.0,105,none,1,45,0.26584,0.27736
C141,N-TiO2/H2O2,0.5,7.0,105,none,1,60,0.18516,0.18421
C141,N-TiO2/H2O2,0.5,7.0,105,none,1,90,0.10952,0.11827
C141,N-TiO2/H2O2,0.5,7.0,105,none,1,120,0.025,0.0262
C141,N-TiO2/H2O2,0.5,7.0,105,none,2,0,1.00882,1.05917
C141,N-TiO2/H2O2,0.5,7.0,105,none,2,5,0.87059,0.9109
C141,N-TiO2/H2O2,0.5,7.0,105,none,2,10,0.76381,0.79144
C141,N-TiO2/H2O2,0.5,7.0,105,none,2,20,0.53729,0.55761
C141,N-TiO2/H2O2,0.5,7.0,105,none,2,30,0.42205,0.44899
C141,N-TiO2/H2O2,0.5,7.0,105,none,2,45,0.28784,0.31187
C141,N-TiO2/H2O2,0.5,7.0,105,none,2,60,0.18584,0.18474
C141,N-TiO2/H2O2,0.5,7.0,105,none,2,90,0.08277,0.08816
C141,N-TiO2/H2O2,0.5,7.0,105,none,2,120,0.025,0.02865
C141,N-TiO2/H2O2,0.5,7.0,105,none,3,0,1.016,1.06574
C141,N-TiO2/H2O2,0.5,7.0,105,none,3,5,0.88074,0.91259
C141,N-TiO2/H2O2,0.5,7.0,105,none,3,10,0.74718,0.80265
C141,N-TiO2/H2O2,0.5,7.0,105,none,3,20,0.5368,0.5578
C141,N-TiO2/H2O2,0.5,7.0,105,none,3,30,0.43318,0.42294
C141,N-TiO2/H2O2,0.5,7.0,105,none,3,45,0.24134,0.24724
C141,N-TiO2/H2O2,0.5,7.0,105,none,3,60,0.17213,0.18481
C141,N-TiO2/H2O2,0.5,7.0,105,none,3,90,0.07957,0.07329
C141,N-TiO2/H2O2,0.5,7.0,105,none,3,120,0.0266,0.03171
C142,N-TiO2/H2O2,0.5,8.5,55,none,1,0,1.01829,1.062
C142,N-TiO2/H2O2,0.5,8.5,55,none,1,5,0.9113,0.95218
C142,N-TiO2/H2O2,0.5,8.5,55,none,1,10,0.79024,0.83842
C142,N-TiO2/H2O2,0.5,8.5,55,none,1,20,0.63585,0.67544
C142,N-TiO2/H2O2,0.5,8.5,55,none,1,30,0.52507,0.55147
C142,N-TiO2/H2O2,0.5,8.5,55,none,1,45,0.36013,0.37213
C142,N-TiO2/H2O2,0.5,8.5,55,none,1,60,0.24431,0.25418
C142,N-TiO2/H2O2,0.5,8.5,55,none,1,90,0.1313,0.14057
C142,N-TiO2/H2O2,0.5,8.5,55,none,1,120,0.08512,0.09841
C142,N-TiO2/H2O2,0.5,8.5,55,none,2,0,1.03312,1.08979
C142,N-TiO2/H2O2,0.5,8.5,55,none,2,5,0.92671,0.96682
C142,N-TiO2/H2O2,0.5,8.5,55,none,2,10,0.82199,0.86835
C142,N-TiO2/H2O2,0.5,8.5,55,none,2,20,0.71601,0.7515
C142,N-TiO2/H2O2,0.5,8.5,55,none,2,30,0.51593,0.53161
C142,N-TiO2/H2O2,0.5,8.5,55,none,2,45,0.36955,0.39326
C142,N-TiO2/H2O2,0.5,8.5,55,none,2,60,0.23752,0.25422
C142,N-TiO2/H2O2,0.5,8.5,55,none,2,90,0.16843,0.1804
C142,N-TiO2/H2O2,0.5,8.5,55,none,2,120,0.05062,0.06004
C142,N-TiO2/H2O2,0.5,8.5,55,none,3,0,0.99004,1.04334
C142,N-TiO2/H2O2,0.5,8.5,55,none,3,5,0.94562,0.99022
C142,N-TiO2/H2O2,0.5,8.5,55,none,3,10,0.8141,0.84054
C142,N-TiO2/H2O2,0.5,8.5,55,none,3,20,0.64555,0.68718
C142,N-TiO2/H2O2,0.5,8.5,55,none,3,30,0.51858,0.56027
C142,N-TiO2/H2O2,0.5,8.5,55,none,3,45,0.38951,0.40048
C142,N-TiO2/H2O2,0.5,8.5,55,none,3,60,0.27033,0.28395
C142,N-TiO2/H2O2,0.5,8.5,55,none,3,90,0.12971,0.13647
C142,N-TiO2/H2O2,0.5,8.5,55,none,3,120,0.07596,0.09576
C143,N-TiO2/H2O2,0.5,8.5,80,none,1,0,1.03021,1.09028
C143,N-TiO2/H2O2,0.5,8.5,80,none,1,5,0.89171,0.92823
C143,N-TiO2/H2O2,0.5,8.5,80,none,1,10,0.81177,0.85168
C143,N-TiO2/H2O2,0.5,8.5,80,none,1,20,0.63209,0.65893
C143,N-TiO2/H2O2,0.5,8.5,80,none,1,30,0.50472,0.52001
C143,N-TiO2/H2O2,0.5,8.5,80,none,1,45,0.34253,0.33845
C143,N-TiO2/H2O2,0.5,8.5,80,none,1,60,0.20253,0.20778
C143,N-TiO2/H2O2,0.5,8.5,80,none,1,90,0.14421,0.16058
C143,N-TiO2/H2O2,0.5,8.5,80,none,1,120,0.05946,0.06726
C143,N-TiO2/H2O2,0.5,8.5,80,none,2,0,0.99453,1.04316
C143,N-TiO2/H2O2,0.5,8.5,80,none,2,5,0.86014,0.89694
C143,N-TiO2/H2O2,0.5,8.5,80,none,2,10,0.84612,0.88034
C143,N-TiO2/H2O2,0.5,8.5,80,none,2,20,0.60775,0.63196
C143,N-TiO2/H2O2,0.5,8.5,80,none,2,30,0.43559,0.47091
C143,N-TiO2/H2O2,0.5,8.5,80,none,2,45,0.34002,0.33947
C143,N-TiO2/H2O2,0.5,8.5,80,none,2,60,0.25955,0.27645
C143,N-TiO2/H2O2,0.5,8.5,80,none,2,90,0.13159,0.13736
C143,N-TiO2/H2O2,0.5,8.5,80,none,2,120,0.03725,0.03088
C143,N-TiO2/H2O2,0.5,8.5,80,none,3,0,0.94997,0.98602
C143,N-TiO2/H2O2,0.5,8.5,80,none,3,5,0.88653,0.93543
C143,N-TiO2/H2O2,0.5,8.5,80,none,3,10,0.77347,0.8018
C143,N-TiO2/H2O2,0.5,8.5,80,none,3,20,0.63165,0.66959
C143,N-TiO2/H2O2,0.5,8.5,80,none,3,30,0.44217,0.45717
C143,N-TiO2/H2O2,0.5,8.5,80,none,3,45,0.32059,0.33226
C143,N-TiO2/H2O2,0.5,8.5,80,none,3,60,0.21749,0.23092
C143,N-TiO2/H2O2,0.5,8.5,80,none,3,90,0.08507,0.09659
C143,N-TiO2/H2O2,0.5,8.5,80,none,3,120,0.06838,0.07938
C144,N-TiO2/H2O2,0.5,8.5,105,none,1,0,1.00794,1.05756
C144,N-TiO2/H2O2,0.5,8.5,105,none,1,5,0.89505,0.94533
C144,N-TiO2/H2O2,0.5,8.5,105,none,1,10,0.78838,0.83086
C144,N-TiO2/H2O2,0.5,8.5,105,none,1,20,0.59839,0.6394
C144,N-TiO2/H2O2,0.5,8.5,105,none,1,30,0.44698,0.46452
C144,N-TiO2/H2O2,0.5,8.5,105,none,1,45,0.30674,0.31494
C144,N-TiO2/H2O2,0.5,8.5,105,none,1,60,0.19962,0.2034
C144,N-TiO2/H2O2,0.5,8.5,105,none,1,90,0.09603,0.10219
C144,N-TiO2/H2O2,0.5,8.5,105,none,1,120,0.04379,0.06369
C144,N-TiO2/H2O2,0.5,8.5,105,none,2,0,1.02727,1.07966
C144,N-TiO2/H2O2,0.5,8.5,105,none,2,5,0.86557,0.90003
C144,N-TiO2/H2O2,0.5,8.5,105,none,2,10,0.7612,0.78721
C144,N-TiO2/H2O2,0.5,8.5,105,none,2,20,0.59299,0.61448
C144,N-TiO2/H2O2,0.5,8.5,105,none,2,30,0.45858,0.48092
C144,N-TiO2/H2O2,0.5,8.5,105,none,2,45,0.30764,0.32083
C144,N-TiO2/H2O2,0.5,8.5,105,none,2,60,0.22468,0.23405
C144,N-TiO2/H2O2,0.5,8.5,105,none,2,90,0.08286,0.08854
C144,N-TiO2/H2O2,0.5,8.5,105,none,2,120,0.04848,0.05244
C144,N-TiO2/H2O2,0.5,8.5,105,none,3,0,1.01749,1.06094
C144,N-TiO2/H2O2,0.5,8.5,105,none,3,5,0.88298,0.92254
C144,N-TiO2/H2O2,0.5,8.5,105,none,3,10,0.77255,0.82071
C144,N-TiO2/H2O2,0.5,8.5,105,none,3,20,0.59023,0.60752
C144,N-TiO2/H2O2,0.5,8.5,105,none,3,30,0.43253,0.45144
C144,N-TiO2/H2O2,0.5,8.5,105,none,3,45,0.3069,0.32335
C144,N-TiO2/H2O2,0.5,8.5,105,none,3,60,0.19813,0.20687
C144,N-TiO2/H2O2,0.5,8.5,105,none,3,90,0.10204,0.11056
C144,N-TiO2/H2O2,0.5,8.5,105,none,3,120,0.06207,0.07855
C145,N-TiO2/H2O2,0.75,4.0,55,none,1,0,0.95315,1.00243
C145,N-TiO2/H2O2,0.75,4.0,55,none,1,5,0.8937,0.92405
C145,N-TiO2/H2O2,0.75,4.0,55,none,1,10,0.79359,0.82837
C145,N-TiO2/H2O2,0.75,4.0,55,none,1,20,0.61596,0.63974
C145,N-TiO2/H2O2,0.75,4.0,55,none,1,30,0.47248,0.50249
C145,N-TiO2/H2O2,0.75,4.0,55,none,1,45,0.33186,0.34265
C145,N-TiO2/H2O2,0.75,4.0,55,none,1,60,0.25717,0.26633
C145,N-TiO2/H2O2,0.75,4.0,55,none,1,90,0.13564,0.14151
C145,N-TiO2/H2O2,0.75,4.0,55,none,1,120,0.0449,0.05251
C145,N-TiO2/H2O2,0.75,4.0,55,none,2,0,1.01329,1.05412
C145,N-TiO2/H2O2,0.75,4.0,55,none,2,5,0.93409,0.97242
C145,N-TiO2/H2O2,0.75,4.0,55,none,2,10,0.78571,0.82108
C145,N-TiO2/H2O2,0.75,4.0,55,none,2,20,0.64219,0.67605
C145,N-TiO2/H2O2,0.75,4.0,55,none,2,30,0.50864,0.53981
C145,N-TiO2/H2O2,0.75,4.0,55,none,2,45,0.37451,0.40186
C145,N-TiO2/H2O2,0.75,4.0,55,none,2,60,0.25221,0.25771
C145,N-TiO2/H2O2,0.75,4.0,55,none,2,90,0.12297,0.12285
C145,N-TiO2/H2O2,0.75,4.0,55,none,2,120,0.06951,0.08029
C145,N-TiO2/H2O2,0.75,4.0,55,none,3,0,0.99779,1.04378
C145,N-TiO2/H2O2,0.75,4.0,55,none,3,5,0.88628,0.92281
C145,N-TiO2/H2O2,0.75,4.0,55,none,3,10,0.77887,0.81425
C145,N-TiO2/H2O2,0.75,4.0,55,none,3,20,0.64789,0.69182
C145,N-TiO2/H2O2,0.75,4.0,55,none,3,30,0.51991,0.53259
C145,N-TiO2/H2O2,0.75,4.0,55,none,3,45,0.31708,0.32376
C145,N-TiO2/H2O2,0.75,4.0,55,none,3,60,0.25298,0.2599
C145,N-TiO2/H2O2,0.75,4.0,55,none,3,90,0.12709,0.12962
C145,N-TiO2/H2O2,0.75,4.0,55,none,3,120,0.08201,0.08628
C146,N-TiO2/H2O2,0.75,4.0,80,none,1,0,1.04391,1.10558
C146,N-TiO2/H2O2,0.75,4.0,80,none,1,5,0.94092,0.98858
C146,N-TiO2/H2O2,0.75,4.0,80,none,1,10,0.83334,0.86216
C146,N-TiO2/H2O2,0.75,4.0,80,none,1,20,0.61575,0.64852
C146,N-TiO2/H2O2,0.75,4.0,80,none,1,30,0.45824,0.49657
C146,N-TiO2/H2O2,0.75,4.0,80,none,1,45,0.33212,0.34697
C146,N-TiO2/H2O2,0.75,4.0,80,none,1,60,0.21339,0.20973
C146,N-TiO2/H2O2,0.75,4.0,80,none,1,90,0.09849,0.10762
C146,N-TiO2/H2O2,0.75,4.0,80,none,1,120,0.04203,0.05046
C146,N-TiO2/H2O2,0.75,4.0,80,none,2,0,0.99052,1.04355
C146,N-TiO2/H2O2,0.75,4.0,80,none,2,5,0.84483,0.88726
C146,N-TiO2/H2O2,0.75,4.0,80,none,2,10,0.78284,0.8247
C146,N-TiO2/H2O2,0.75,4.0,80,none,2,20,0.55596,0.57567
C146,N-TiO2/H2O2,0.75,4.0,80,none,2,30,0.4702,0.48987
C146,N-TiO2/H2O2,0.75,4.0,80,none,2,45,0.33494,0.36457
C146,N-TiO2/H2O2,0.75,4.0,80,none,2,60,0.18813,0.20632
C146,N-TiO2/H2O2,0.75,4.0,80,none,2,90,0.07659,0.06742
C146,N-TiO2/H2O2,0.75,4.0,80,none,2,120,0.04195,0.03326
C146,N-TiO2/H2O2,0.75,4.0,80,none,3,0,0.99095,1.04227
C146,N-TiO2/H2O2,0.75,4.0,80,none,3,5,0.89561,0.9401
C146,N-TiO2/H2O2,0.75,4.0,80,none,3,10,0.79362,0.849
C146,N-TiO2/H2O2,0.75,4.0,80,none,3,20,0.57173,0.61568
C146,N-TiO2/H2O2,0.75,4.0,80,none,3,30,0.46678,0.48826
C146,N-TiO2/H2O2,0.75,4.0,80,none,3,45,0.32654,0.3409
C146,N-TiO2/H2O2,0.75,4.0,80,none,3,60,0.23117,0.24235
C146,N-TiO2/H2O2,0.75,4.0,80,none,3,90,0.1221,0.12713
C146,N-TiO2/H2O2,0.75,4.0,80,none,3,120,0.09748,0.09455
C147,N-TiO2/H2O2,0.75,4.0,105,none,1,0,1.03475,1.10183
C147,N-TiO2/H2O2,0.75,4.0,105,none,1,5,0.87328,0.92065
C147,N-TiO2/H2O2,0.75,4.0,105,none,1,10,0.74515,0.77828
C147,N-TiO2/H2O2,0.75,4.0,105,none,1,20,0.57406,0.60267
C147,N-TiO2/H2O2,0.75,4.0,105,none,1,30,0.44137,0.45359
C147,N-TiO2/H2O2,0.75,4.0,105,none,1,45,0.29805,0.30582
C147,N-TiO2/H2O2,0.75,4.0,105,none,1,60,0.21052,0.22533
C147,N-TiO2/H2O2,0.75,4.0,105,none,1,90,0.10698,0.11594
C147,N-TiO2/H2O2,0.75,4.0,105,none,1,120,0.04804,0.05897
C147,N-TiO2/H2O2,0.75,4.0,105,none,2,0,1.02225,1.09096
C147,N-TiO2/H2O2,0.75,4.0,105,none,2,5,0.87787,0.94177
C147,N-TiO2/H2O2,0.75,4.0,105,none,2,10,0.75157,0.79537
C147,N-TiO2/H2O2,0.75,4.0,105,none,2,20,0.56282,0.58923
C147,N-TiO2/H2O2,0.75,4.0,105,none,2,30,0.44677,0.4745
C147,N-TiO2/H2O2,0.75,4.0,105,none,2,45,0.30989,0.32254
C147,N-TiO2/H2O2,0.75,4.0,105,none,2,60,0.1608,0.16005
C147,N-TiO2/H2O2,0.75,4.0,105,none,2,90,0.09255,0.09404
C147,N-TiO2/H2O2,0.75,4.0,105,none,2,120,0.02619,0.02536
C147,N-TiO2/H2O2,0.75,4.0,105,none,3,0,1.01503,1.05467
C147,N-TiO2/H2O2,0.75,4.0,105,none,3,5,0.90875,0.95807
C147,N-TiO2/H2O2,0.75,4.0,105,none,3,10,0.7952,0.83015
C147,N-TiO2/H2O2,0.75,4.0,105,none,3,20,0.58941,0.61072
C147,N-TiO2/H2O2,0.75,4.0,105,none,3,30,0.44463,0.47337
C147,N-TiO2/H2O2,0.75,4.0,105,none,3,45,0.32038,0.33132
C147,N-TiO2/H2O2,0.75,4.0,105,none,3,60,0.19736,0.20069
C147,N-TiO2/H2O2,0.75,4.0,105,none,3,90,0.09964,0.10865
C147,N-TiO2/H2O2,0.75,4.0,105,none,3,120,0.04904,0.04787
C148,N-TiO2/H2O2,0.75,5.5,55,none,1,0,1.00721,1.05666
C148,N-TiO2/H2O2,0.75,5.5,55,none,1,5,0.88134,0.92971
C148,N-TiO2/H2O2,0.75,5.5,55,none,1,10,0.77699,0.81103
C148,N-TiO2/H2O2,0.75,5.5,55,none,1,20,0.54756,0.5736
C148,N-TiO2/H2O2,0.75,5.5,55,none,1,30,0.44465,0.48372
C148,N-TiO2/H2O2,0.75,5.5,55,none,1,45,0.30851,0.3283
C148,N-TiO2/H2O2,0.75,5.5,55,none,1,60,0.17691,0.18801
C148,N-TiO2/H2O2,0.75,5.5,55,none,1,90,0.09579,0.10682
C148,N-TiO2/H2O2,0.75,5.5,55,none,1,120,0.07711,0.10166
C148,N-TiO2/H2O2,0.75,5.5,55,none,2,0,1.02215,1.06609
C148,N-TiO2/H2O2,0.75,5.5,55,none,2,5,0.91737,0.96922
C148,N-TiO2/H2O2,0.75,5.5,55,none,2,10,0.81973,0.86645
C148,N-TiO2/H2O2,0.75,5.5,55,none,2,20,0.57988,0.61791
C148,N-TiO2/H2O2,0.75,5.5,55,none,2,30,0.45042,0.47273
C148,N-TiO2/H2O2,0.75,5.5,55,none,2,45,0.28253,0.2881
C148,N-TiO2/H2O2,0.75,5.5,55,none,2,60,0.19649,0.21444
C148,N-TiO2/H2O2,0.75,5.5,55,none,2,90,0.11498,0.12238
C148,N-TiO2/H2O2,0.75,5.5,55,none,2,120,0.03108,0.02096
C148,N-TiO2/H2O2,0.75,5.5,55,none,3,0,1.04639,1.09277
C148,N-TiO2/H2O2,0.75,5.5,55,none,3,5,0.8647,0.90469
C148,N-TiO2/H2O2,0.75,5.5,55,none,3,10,0.77924,0.81617
C148,N-TiO2/H2O2,0.75,5.5,55,none,3,20,0.62734,0.65169
C148,N-TiO2/H2O2,0.75,5.5,55,none,3,30,0.46114,0.47854
C148,N-TiO2/H2O2,0.75,5.5,55,none,3,45,0.3047,0.33269
C148,N-TiO2/H2O2,0.75,5.5,55,none,3,60,0.20054,0.20481
C148,N-TiO2/H2O2,0.75,5.5,55,none,3,90,0.07437,0.07812
C148,N-TiO2/H2O2,0.75,5.5,55,none,3,120,0.04739,0.05497
C149,N-TiO2/H2O2,0.75,5.5,80,none,1,0,0.97988,1.02574
C149,N-TiO2/H2O2,0.75,5.5,80,none,1,5,0.86563,0.90087
C149,N-TiO2/H2O2,0.75,5.5,80,none,1,10,0.75833,0.78193
C149,N-TiO2/H2O2,0.75,5.5,80,none,1,20,0.52892,0.56685
C149,N-TiO2/H2O2,0.75,5.5,80,none,1,30,0.41514,0.44297
C149,N-TiO2/H2O2,0.75,5.5,80,none,1,45,0.2649,0.27895
C149,N-TiO2/H2O2,0.75,5.5,80,none,1,60,0.17642,0.17509
C149,N-TiO2/H2O2,0.75,5.5,80,none,1,90,0.07905,0.08502
C149,N-TiO2/H2O2,0.75,5.5,80,none,1,120,0.025,0.01228
C149,N-TiO2/H2O2,0.75,5.5,80,none,2,0,0.95281,0.99863
C149,N-TiO2/H2O2,0.75,5.5,80,none,2,5,0.83639,0.87951
C149,N-TiO2/H2O2,0.75,5.5,80,none,2,10,0.72026,0.76419
C149,N-TiO2/H2O2,0.75,5.5,80,none,2,20,0.51941,0.56156
C149,N-TiO2/H2O2,0.75,5.5,80,none,2,30,0.42429,0.44271
C149,N-TiO2/H2O2,0.75,5.5,80,none,2,45,0.25011,0.25754
C149,N-TiO2/H2O2,0.75,5.5,80,none,2,60,0.1549,0.16805
C149,N-TiO2/H2O2,0.75,5.5,80,none,2,90,0.08162,0.08972
C149,N-TiO2/H2O2,0.75,5.5,80,none,2,120,0.03488,0.03497
C149,N-TiO2/H2O2,0.75,5.5,80,none,3,0,0.99363,1.04412
C149,N-TiO2/H2O2,0.75,5.5,80,none,3,5,0.89526,0.93576
C149,N-TiO2/H2O2,0.75,5.5,80,none,3,10,0.73734,0.76547
C149,N-TiO2/H2O2,0.75,5.5,80,none,3,20,0.55713,0.58447
C149,N-TiO2/H2O2,0.75,5.5,80,none,3,30,0.40697,0.4276
C149,N-TiO2/H2O2,0.75,5.5,80,none,3,45,0.28101,0.30127
C149,N-TiO2/H2O2,0.75,5.5,80,none,3,60,0.17937,0.17685
C149,N-TiO2/H2O2,0.75,5.5,80,none,3,90,0.07622,0.07995
C149,N-TiO2/H2O2,0.75,5.5,80,none,3,120,0.025,0.02456
C150,N-TiO2/H2O2,0.75,5.5,105,none,1,0,1.04002,1.09673
C150,N-TiO2/H2O2,0.75,5.5,105,none,1,5,0.83234,0.8696
C150,N-TiO2/H2O2,0.75,5.5,105,none,1,10,0.76272,0.80566
C150,N-TiO2/H2O2,0.75,5.5,105,none,1,20,0.52004,0.54463
C150,N-TiO2/H2O2,0.75,5.5,105,none,1,30,0.36194,0.38138
C150,N-TiO2/H2O2,0.75,5.5,105,none,1,45,0.25651,0.27464
C150,N-TiO2/H2O2,0.75,5.5,105,none,1,60,0.13066,0.14028
C150,N-TiO2/H2O2,0.75,5.5,105,none,1,90,0.0563,0.04914
C150,N-TiO2/H2O2,0.75,5.5,105,none,1,120,0.0443,0.04281
C150,N-TiO2/H2O2,0.75,5.5,105,none,2,0,1.01599,1.081
C150,N-TiO2/H2O2,0.75,5.5,105,none,2,5,0.90504,0.95905
C150,N-TiO2/H2O2,0.75,5.5,105,none,2,10,0.74207,0.78425
C150,N-TiO2/H2O2,0.75,5.5,105,none,2,20,0.54176,0.57534
C150,N-TiO2/H2O2,0.75,5.5,105,none,2,30,0.38269,0.41774
C150,N-TiO2/H2O2,0.75,5.5,105,none,2,45,0.27033,0.28501
C150,N-TiO2/H2O2,0.75,5.5,105,none,2,60,0.169,0.17757
C150,N-TiO2/H2O2,0.75,5.5,105,none,2,90,0.05757,0.05583
C150,N-TiO2/H2O2,0.75,5.5,105,none,2,120,0.04033,0.03036
C150,N-TiO2/H2O2,0.75,5.5,105,none,3,0,1.05679,1.11754
C150,N-TiO2/H2O2,0.75,5.5,105,none,3,5,0.88661,0.92261
C150,N-TiO2/H2O2,0.75,5.5,105,none,3,10,0.75753,0.79875
C150,N-TiO2/H2O2,0.75,5.5,105,none,3,20,0.53327,0.5598
C150,N-TiO2/H2O2,0.75,5.5,105,none,3,30,0.45618,0.48591
C150,N-TiO2/H2O2,0.75,5.5,105,none,3,45,0.21126,0.20993
C150,N-TiO2/H2O2,0.75,5.5,105,none,3,60,0.15294,0.15221
C150,N-TiO2/H2O2,0.75,5.5,105,none,3,90,0.12763,0.12743
C150,N-TiO2/H2O2,0.75,5.5,105,none,3,120,0.0262,0.01993
C151,N-TiO2/H2O2,0.75,7.0,55,none,1,0,1.04208,1.0898
C151,N-TiO2/H2O2,0.75,7.0,55,none,1,5,0.85663,0.88989
C151,N-TiO2/H2O2,0.75,7.0,55,none,1,10,0.7449,0.77704
C151,N-TiO2/H2O2,0.75,7.0,55,none,1,20,0.60155,0.62384
C151,N-TiO2/H2O2,0.75,7.0,55,none,1,30,0.45949,0.48473
C151,N-TiO2/H2O2,0.75,7.0,55,none,1,45,0.25752,0.269
C151,N-TiO2/H2O2,0.75,7.0,55,none,1,60,0.18918,0.20162
C151,N-TiO2/H2O2,0.75,7.0,55,none,1,90,0.12593,0.1379
C151,N-TiO2/H2O2,0.75,7.0,55,none,1,120,0.07944,0.07788
C151,N-TiO2/H2O2,0.75,7.0,55,none,2,0,1.03308,1.07472
C151,N-TiO2/H2O2,0.75,7.0,55,none,2,5,0.86146,0.90603
C151,N-TiO2/H2O2,0.75,7.0,55,none,2,10,0.7666,0.80282
C151,N-TiO2/H2O2,0.75,7.0,55,none,2,20,0.57767,0.61005
C151,N-TiO2/H2O2,0.75,7.0,55,none,2,30,0.44859,0.4732
C151,N-TiO2/H2O2,0.75,7.0,55,none,2,45,0.28056,0.29737
C151,N-TiO2/H2O2,0.75,7.0,55,none,2,60,0.19819,0.21479
C151,N-TiO2/H2O2,0.75,7.0,55,none,2,90,0.05134,0.06473
C151,N-TiO2/H2O2,0.75,7.0,55,none,2,120,0.07556,0.08774
C151,N-TiO2/H2O2,0.75,7.0,55,none,3,0,1.00365,1.05093
C151,N-TiO2/H2O2,0.75,7.0,55,none,3,5,0.8567,0.9044
C151,N-TiO2/H2O2,0.75,7.0,55,none,3,10,0.75059,0.78179
C151,N-TiO2/H2O2,0.75,7.0,55,none,3,20,0.56585,0.58485
C151,N-TiO2/H2O2,0.75,7.0,55,none,3,30,0.44887,0.46837
C151,N-TiO2/H2O2,0.75,7.0,55,none,3,45,0.27604,0.29328
C151,N-TiO2/H2O2,0.75,7.0,55,none,3,60,0.2135,0.22305
C151,N-TiO2/H2O2,0.75,7.0,55,none,3,90,0.10361,0.11088
C151,N-TiO2/H2O2,0.75,7.0,55,none,3,120,0.07675,0.08793
C152,N-TiO2/H2O2,0.75,7.0,80,none,1,0,1.02094,1.06831
C152,N-TiO2/H2O2,0.75,7.0,80,none,1,5,0.8767,0.92998
C152,N-TiO2/H2O2,0.75,7.0,80,none,1,10,0.73916,0.77619
C152,N-TiO2/H2O2,0.75,7.0,80,none,1,20,0.54529,0.57435
C152,N-TiO2/H2O2,0.75,7.0,80,none,1,30,0.40747,0.42654
C152,N-TiO2/H2O2,0.75,7.0,80,none,1,45,0.30162,0.31853
C152,N-TiO2/H2O2,0.75,7.0,80,none,1,60,0.2049,0.20791
C152,N-TiO2/H2O2,0.75,7.0,80,none,1,90,0.05366,0.0624
C152,N-TiO2/H2O2,0.75,7.0,80,none,1,120,0.025,0.02256
C152,N-TiO2/H2O2,0.75,7.0,80,none,2,0,1.00632,1.05462
C152,N-TiO2/H2O2,0.75,7.0,80,none,2,5,0.85704,0.89852
C152,N-TiO2/H2O2,0.75,7.0,80,none,2,10,0.74065,0.76816
C152,N-TiO2/H2O2,0.75,7.0,80,none,2,20,0.50736,0.53145
C152,N-TiO2/H2O2,0.75,7.0,80,none,2,30,0.38078,0.41278
C152,N-TiO2/H2O2,0.75,7.0,80,none,2,45,0.20592,0.21635
C152,N-TiO2/H2O2,0.75,7.0,80,none,2,60,0.15567,0.1621
C152,N-TiO2/H2O2,0.75,7.0,80,none,2,90,0.08901,0.10666
C152,N-TiO2/H2O2,0.75,7.0,80,none,2,120,0.05598,0.05747
C152,N-TiO2/H2O2,0.75,7.0,80,none,3,0,1.01953,1.07254
C152,N-TiO2/H2O2,0.75,7.0,80,none,3,5,0.8443,0.89278
C152,N-TiO2/H2O2,0.75,7.0,80,none,3,10,0.73381,0.76558
C152,N-TiO2/H2O2,0.75,7.0,80,none,3,20,0.56309,0.59518
C152,N-TiO2/H2O2,0.75,7.0,80,none,3,30,0.41725,0.44275
C152,N-TiO2/H2O2,0.75,7.0,80,none,3,45,0.26782,0.27647
C152,N-TiO2/H2O2,0.75,7.0,80,none,3,60,0.14107,0.1615
C152,N-TiO2/H2O2,0.75,7.0,80,none,3,90,0.05534,0.04547
C152,N-TiO2/H2O2,0.75,7.0,80,none,3,120,0.025,0.01392
C153,N-TiO2/H2O2,0.75,7.0,105,none,1,0,1.02074,1.07594
C153,N-TiO2/H2O2,0.75,7.0,105,none,1,5,0.84907,0.89989
C153,N-TiO2/H2O2,0.75,7.0,105,none,1,10,0.71742,0.75741
C153,N-TiO2/H2O2,0.75,7.0,105,none,1,20,0.52147,0.53707
C153,N-TiO2/H2O2,0.75,7.0,105,none,1,30,0.38242,0.40488
C153,N-TiO2/H2O2,0.75,7.0,105,none,1,45,0.22146,0.25022
C153,N-TiO2/H2O2,0.75,7.0,105,none,1,60,0.15863,0.15728
